tokens,labels,source
"['भारतीय', 'रेलवे', 'पर', 'चौबीस', 'घंटे', 'गाड़ी', '-', 'परिचालन', 'के', 'लिए', 'लगभग', 'एक', 'लाख', 'गार्ड', 'और', 'ड्राइवर', 'हैं', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['यह', 'पहली', 'बार', 'नहीं', 'है', 'कि', 'महाराष्ट्र', 'पुलिस', 'ने', 'जागरूकता', 'फैलाने', 'के', 'लिए', 'बॉलीवुड', 'की', 'फिल्मों', 'का', 'सहारा', 'लिया', 'है', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['ईश', 'सोढ़ी', '(', 'बेस', 'प्राइस', '50', 'लाख', 'रुपये', ')']","['B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['गांधी', 'ने', 'कहा', ',', '""', 'संप्रग', 'सरकार', 'ने', 'राफेल', 'करार', 'तैयार', 'किया', 'था', 'जिसके', 'अनुसार', 'हर', 'विमान', 'का', 'दाम', 'करीब', '540', 'करोड़', 'रुपये', 'था', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['मनचंदा', 'ने', 'अपने', 'स्वागत', 'भाषण', 'में', ',', 'आयुष', 'मंत्री', 'के', 'समर्थन', 'और', 'उपस्थिति', 'के', 'लिए', 'उनका', 'आभार', 'व्यक्त', 'किया', '।', 'उन्होंने', 'फोरम', 'के', 'सभी', 'अंतरराष्ट्रीय', 'और', 'राष्ट्रीय', 'अतिथियों', 'तथा', 'प्रतिनिधियों', 'का', 'स्वागत', 'किया', 'और', 'पिछले', 'फोरम', 'के', 'परिणाम', 'भी', 'साझा', 'किए', '।']","['B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['वह', 'मुर्शिदाबाद', ',', 'दिनाजपुर', 'और', 'माल्दा', 'से', 'हैं', '।']","['O', 'B-ADDRESS', 'O', 'B-ADDRESS', 'O', 'B-ADDRESS', 'O', 'O', 'O']",naamapadam_hi
"['मनमोहन', 'सिंह', 'ने', 'जीएसटी', 'के', 'लिए', 'अरुण', 'जेटली', 'को', 'पुरस्कृत', 'किया', ',', 'भाजपा', 'का', 'राहुल', 'गांधी', 'पर', 'हमला']","['B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O']",naamapadam_hi
"['इसके', 'लिए', 'काफी', 'मेहनत', 'करना', 'पड़ती', 'है', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['इस', 'बात', 'को', 'समझते', 'हुए', 'कि', 'हमारे', 'समाज', 'के', 'वंचित', 'तबके', ',', 'खासकर', 'निशक्तताग्रस्त', 'व्यक्ति', ',', 'हमारे', 'देश', 'के', 'समग्र', 'विकास', 'की', 'दिशा', 'में', 'महत्वपूर्ण', 'संसाधन', 'हैं', ',', 'भारत', 'ने', 'इस', 'तरह', 'के', 'वर्गों', ',', 'खासकर', 'निशक्तताग्रस्त', 'व्यक्तियों', ',', 'को', 'सशक्त', 'करने', 'के', 'लिए', 'विभिन्न', 'प्रयास', 'किए', 'हैं', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['एक', 'पश्चिमी', 'देश', 'से', 'एक', 'रिपोर्ट', 'यह', 'सूचित', 'करती', 'है', 'कि', 'कभी', '-', 'कभी', 'कुछ', 'भाई', 'और', 'बहन', 'राज्यगृह', 'में', 'साँस', 'में', 'मद्य', 'की', 'भारी', 'दुर्गन्ध', 'के', 'साथ', 'आते', 'हैं', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['इस्लाम', 'में', ',', 'रमज़ान', 'के', 'महीने', 'में', 'उपवास', 'करना', 'बाध्यकारी', 'है']","['B-ADDRESS', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['इंग्लैंड', ':', 'जक', 'क्रॉवले', ',', 'डोमिनिक', 'सिबली', ',', 'जॉनी', 'बेयरस्टो', ',', 'जो', 'रूट', '(', 'कप्तान', ')', ',', 'डैनियल', 'लॉरेंस', ',', 'जोस', 'बटलर', '(', 'विकेटकीपर', ')', ',', 'सैम', 'कुरैन', ',', 'डोमिनिक', 'बेस', ',', 'जैक', 'लीच', ',', 'मार्क', 'वुड', ',', 'स्टुअर्ड', 'ब्रॉड', '।']","['B-ADDRESS', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O']",naamapadam_hi
"['1940', 'के', 'दशक', 'के', 'अंत', 'में', 'भारतीय', 'संविधान', 'के', 'मसौदे', 'को', 'पूरा', 'करने', 'के', 'बाद', ',', 'वह', 'नींद', 'की', 'कमी', 'से', 'पीड़ित', 'थे', ',', 'उनके', 'पैरों', 'में', 'न्यूरोपैथिक', 'दर्द', 'था', ',', 'और', 'इंसुलिन', 'और', 'होम्योपैथिक', 'दवाएं', 'ले', 'रहे', 'थे', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['इनमें', 'शताब्दी', 'और', 'राजधानी', 'एक्सप्रेस', 'सहित', 'सभी', 'रेलगाड़ियों', 'की', 'स्लीपर', 'श्रेणी', ',', 'प्रथम', 'श्रेणी', ',', 'वातानुकूलित', '(', 'एसी', ')', 'चेयर', 'और', 'प्रथम', 'श्रेणी', 'एसी', 'शामिल', 'हैं', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['उन्होंने', '2,59,933', 'मतों', 'के', 'अंतर', 'से', 'केंद्रीय', 'मंत्री', 'पोन', 'राधाकृष्णन', 'को', 'हरा', 'दिया', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O']",naamapadam_hi
"['अपनी', 'पत्नी', ',', 'कूला', 'के', 'साथ']","['O', 'O', 'O', 'B-NAME_STUDENT', 'O', 'O']",naamapadam_hi
"['श्रीलंकाः', 'उपुल', 'थरंगा', '(', 'कप्तान', ')', ',', 'निरोशान', 'डिकवेला', '(', 'विकेटकीपर', ')', ',', 'दिलशान', 'मुनावीरा', ',', 'लाहिरु', 'थिरिमान्ने', ',', 'एंजेलो', 'मैथ्यूज', ',', 'मिलिंदा', 'श्रीवर्दने', ',', 'वनिडु', 'हासारंगा', ',', 'अकिला', 'धनंजय', ',', 'मलिंदा', 'पुष्पककुमारा', ',', 'विश्व', 'फर्नांडो', 'और', 'लसिथ', 'मलिंगा', '.']","['B-ADDRESS', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O']",naamapadam_hi
"['परिजनों', 'में', 'पति', 'या', 'पत्नी', ',', 'बच्चे', ',', 'माता', '-', 'पिता', ',', 'भाई', 'और', 'बहन', 'शामिल', 'हैं', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['उनका', 'मानना', 'है', 'कि', 'वे', 'जीत', 'गये', 'हैं', ',', 'लेकिन', 'तुम', 'देखोगे', ',', 'ग्रीम', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'O']",naamapadam_hi
"['कैबिनेट', 'ने', 'दी', 'मंजूरी']","['O', 'O', 'O', 'O']",naamapadam_hi
"['यह', 'बगदाद', 'में', 'चार', 'मेडिकल', 'स्कूल', 'में', 'से', 'एक', 'है', 'और', 'दूसरा', 'स्थापित', '(', 'बगदाद', 'विश्वविद्यालय', 'मेडिकल', 'कॉलेज', 'के', 'बाद', ')', '।']","['O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['पलानीस्वामी', 'ने', 'कहा', 'कि', 'निजी', 'बसों', 'को', 'अधिकृत', 'मार्गों', 'पर', 'चलने', 'की', 'अनुमति', 'दी', 'जाएगी', '।']","['B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['सूर्यकुमार', 'यादव', '(', '340', 'रन', ')', 'शानदार', 'फार्म', 'में', 'हैं', 'और', 'लगातार', 'रन', 'जुटा', 'रहे', 'हैं', '।']","['B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['रत्ना', 'सिन्हा', 'व्दारा', 'निर्देशित', 'इस', 'फिल्म', 'में', 'राजकुमार', 'राव', 'और', 'कृती', 'खरबंदा', 'नजर', 'आनेवाले', 'हैं', '।']","['B-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O']",naamapadam_hi
"['अंबुजा', 'सीमेंट्ïस']","['O', 'O']",naamapadam_hi
"['उन्होंने', 'कहा', 'कि', 'आशीष', 'रे', 'ने', 'मुझे', 'व्यक्तिगत', 'ई', '-', 'मेल', 'भी', 'भेजा', '.']","['O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['भारतीय', 'साहित्य', 'संग्रह', 'में', 'प्रेमचंद']","['O', 'O', 'O', 'O', 'B-NAME_STUDENT']",naamapadam_hi
"['उन्होंने', 'कहा', 'कि', 'प्रधानमंत्री', 'श्री', 'नरेंद्र', 'मोदी', 'के', 'मार्गदर्शन', 'में', 'सरकार', 'ग्राहक', 'देवो', 'भवः', 'के', 'मंत्र', 'पर', 'कार्य', 'करने', 'के', 'लिए', 'प्रतिबद्ध', 'है', '।']","['O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['एजेंट्स', '(', 'आईआरसीटीसी', 'एजेंट', 'और', 'रेलवे', 'एजेंट', 'दोनों', ')', 'के', 'माध्यम', 'से', 'टिकटों', 'की', 'बुकिंग', 'की', 'अनुमति', 'नहीं', 'होगी', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['प्रीत', 'लड़ी', 'के', 'जनवरी', '1978', 'के', 'अंक', 'मे', 'प्रकाशित', 'डा', '.', 'हरभजन', 'सिंह', 'के', 'वक्तव्य', 'महत्वपूर्ण', 'हैं', '।']","['B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['भारत', 'के', 'राष्ट्रपति', ',', 'श्री', 'राम', 'नाथ', 'कोविन्द', 'ने', 'आज', '(', '19', 'मई', ',', '2019', ')', 'राष्ट्रपति', 'भवन', 'में', ',', 'भारत', 'के', 'पूर्व', 'राष्ट्रपति', ',', 'श्री', 'नीलम', 'संजीव', 'रेड्डी', 'को', 'श्रद्धा', 'सुमन', 'अर्पित', 'किए', '।']","['B-ADDRESS', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'I-ADDRESS', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['टेहरी', 'हाइड्रो', 'डेवलपमेंट', 'कॉरपोरेशन', 'इंडिया', 'लिमिटेड', '(', 'टीएचडीसीआईएल', ')', 'टीएचडीसीआईएल', 'में', 'भारत', 'सरकार', 'की', '74.23', 'प्रतिशत', 'हिस्सेदारी', 'का', 'रणनीतिक', 'विनिवेश', 'और', 'इसके', 'साथ', 'एनटीपीसी', 'जैसे', 'सीपीएसई', 'रणनीतिक', 'खरीददार', 'को', 'प्रबंधकीय', 'नियंत्रण', 'का', 'हस्तांतरण', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['उन्होंने', 'बताया', 'कि', 'अरनिया', 'बस', 'स्टैंड', 'पर', '10', '-', '12', 'से', 'अधिक', 'गोले', 'फटे', '।']","['O', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['कमेटी', 'के', 'तीन', 'सदस्य', 'केंद्रीय', 'गृहमंत्री', 'राजनाथ', 'सिंह', ',', 'केंद्रीय', 'शहरी', 'विकास', 'मंत्री', 'एम', '.', 'वेंकैया', 'नायडू', 'तथा', 'केंद्रीय', 'वित्तमंत्री', 'अरुण', 'जेटली', 'हैं', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O']",naamapadam_hi
"['और', ',', 'मैं', 'गेंद', 'के', 'चलते', 'हैं', ',', '[', 'ध्वनि', ']', 'यह', 'कुल', 'ऊर्जा', 'क्षमता', 'ढाल', 'विपरीत', ',', 'नीचे', 'accelerates', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['भारत', 'जैसे', 'विकासशील', 'देश', 'को', 'रणनीतिक', 'और', 'बाजार', 'संतुलन', 'की', 'आवश्यकताओं', 'को', 'ध्यान', 'में', 'रखते', 'हुए', 'राष्ट्रीय', 'वाहक', 'की', 'आवश्यकता', 'है', '।']","['B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['इस', 'विधेयक', 'को', 'भारत', 'के', 'राजपत्र', ',', 'विशेष', 'भाग', '-', '2', ',', 'खंड', '-', '2', 'में', '7', 'सितंबर', ',', '2011', 'को', 'प्रकाशित', 'कर', 'दिया', 'गया', 'है', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['भारत', '-', 'ऑस्ट्रेलिया', 'का', 'वनडे', 'रिकॉर्ड']","['B-ADDRESS', 'O', 'B-ADDRESS', 'O', 'O', 'O']",naamapadam_hi
"['मुख्यमंत्री', 'योगी', 'आदित्यनाथ', 'और', 'दक्षिण', 'कोरिया', 'की', 'प्रथम', 'महिला', 'किम', '-', 'जुंग', 'सुक', 'ने', 'अयोध्या', 'में', 'रानी', 'ह्यो', 'पार्क', 'में', 'रानी', 'ह्यो', 'मेमोरियल', 'का', 'उद्घाटन', 'किया', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'B-ADDRESS', 'O', 'O', 'B-ADDRESS', 'I-ADDRESS', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['विदेश', 'मंत्री', 'एस', 'जयशंकर', 'औपचारिक', 'रूप', 'से', 'भाजपा', 'में', 'शामिल']","['O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['हैरी', 'केव', '(', 'कप्तान', ')', 'जॉन', 'रीड', '(', 'उपकप्तान', ')', 'जैक', 'अलबस्टर', 'जॉन', 'गुय', 'नोएल', 'हरफ़ोर्ड', 'सीन', 'हैरिस', 'जॉनी', 'हेस', 'ग्राहम', 'लेग्गत', 'टोनी', 'मैगिब्बों', 'नोएल', 'मैकग्रेगर', 'ट्रेवर', 'मैकमोहन', 'एलेक्स', 'मोर', 'एरिक', 'पेट्री', 'मैट', 'पूरे', 'बर्ट', 'सटक्लिफ', 'हर', 'खिलाड़ी', 'को', 'सीरीज', 'में', 'खेले', 'कम', 'से', 'कम', 'एक', 'टेस्ट', '।']","['B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['मेरा', 'नाम', 'सचिन', 'है', 'और', 'मेरा', 'ईमेल', 'rahul.singh@mail.com', 'है']","['O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O']",synthetic_hi
"['और', 'मैंने', 'इसे', 'धोनी', 'से', 'सीखा', '।']","['O', 'O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O']",naamapadam_hi
"['मेरा', 'नाम', 'रोहित', 'है', 'और', 'मेरा', 'मोबाइल', 'नंबर', '7012345678', 'है']","['O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'B-PHONE_NUM', 'O']",synthetic_hi
"['इनमें', 'बेंगलूर', ',', 'हैदराबाद', ',', 'पुणे', ',', 'फरीदाबाद', ',', 'नवी', 'मुंबई', ',', 'चंडीगढ़', 'जैसे', 'शहर', 'भी', 'शामिल', 'हैं', ',', 'जहां', 'सेट', 'टॉप', 'बॉक्स', '(', 'एसटीबी', ')', 'लगाने', 'का', 'काम', 'पहले', 'ही', 'शुरू', 'किया', 'जा', 'चुका', 'है', '।']","['O', 'B-ADDRESS', 'O', 'B-ADDRESS', 'O', 'B-ADDRESS', 'O', 'B-ADDRESS', 'O', 'B-ADDRESS', 'I-ADDRESS', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['""', 'फिल्म', 'व्यापार', 'विशेषज्ञ', 'तरन', 'आदर्श', 'ने', 'भी', 'ट्वीट', 'किया', ',', '""', '""', 'बागी', '2', 'ने', 'बॉक्स', 'ऑफिस', 'पर', 'आग', 'लगा', 'दी', 'है', '।', '""']","['O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['पाकिस्तान', 'क्रिकेट', 'बोर्ड', '(', 'पीसीबी', ')', 'ने', 'पहले', 'ही', 'इस', 'टूर्नामेंट', 'को', 'कम', 'कर', 'दिया', 'था', 'और', 'चार', 'दिन', 'के', 'प्लेऑफ', 'के', 'स्थान', 'पर', 'दो', 'दिन', 'के', 'प्लेऑफ', 'कराने', 'का', 'फैसला', 'किया', 'था', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['मेरा', 'नाम', 'कविता', 'है', 'और', 'मेरा', 'ईमेल', 'neha@test.in', 'है']","['O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'O', 'B-EMAIL', 'O']",synthetic_hi
"['पेरिस', 'में', 'लौवर', 'दुनिया', 'के', 'सबसे', 'बड़े', 'और', 'सर्वाधिक', 'प्रसिद्ध', 'संग्रहालयों', 'में', 'से', 'एक', 'हैं', ',', '1793', 'में', 'जिसे', 'पुराने', 'शाही', 'महल', 'में', 'नए', 'क्रांतिकारी', 'शासन', 'व्यवस्था', 'द्वारा', 'बनवाया', 'गया', 'था', '।']","['B-ADDRESS', 'O', 'B-ADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['अपने', 'दिलचस्प', 'संस्मरणों', 'में', 'उन्होंने', 'आग़ा', 'खां', 'से', 'संबंधित', 'एक', 'अति', 'महत्वपूर्ण', 'प्रसंग', 'का', 'उल्लेख', 'किया', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['ऋण', 'माफी', ',', 'इसके', 'दायरे', 'में', 'नई', 'फसलों', 'सहित', 'न्यूनतम', 'समर्थन', 'मूल्य', 'में', 'वृद्धि', ',', 'धान', ',', 'गेहूं', 'और', 'गन्ने', 'की', 'रिकॉर्ड', 'खरीद', ',', 'ऑनलाइन', 'और', 'समयबद्ध', 'भुगतान', ',', 'प्रधानमंत्री', 'सिचाई', 'योजना', ',', 'किसान', 'सम्मान', 'योजना', ',', 'मंडी', 'अधिनियम', 'में', 'सुधार', 'और', 'सिंचाई', 'क्षेत्र', 'का', 'विस्तार', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['दूसरी', 'बड़ी', 'समस्या', 'भाषा', 'की', 'है', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['कलेक्टर', ',', 'सहयोग']","['O', 'O', 'O']",naamapadam_hi
"['अविवा', 'लाइफ', 'में', 'डाबर', 'ग्रुप', 'की', 'ओर', 'से', 'डायरेक्टर', 'मोहित', 'बर्मन', 'भी', 'टिप्पणी', 'के', 'लिए', 'उपलब्ध', 'नहीं', 'थे', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAME_STUDENT', 'I-NAME_STUDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['वास्तव', 'में', 'हर', 'बात', 'दोनों', 'देशों', 'के', 'बीच', 'संबंधों', 'पर', 'निर्भर', 'करती', 'है', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
"['(', 'फाइल', 'फोटोः', 'दानिश', 'सिद्दीकी', '/', 'रॉयटर्स', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",naamapadam_hi
